id,client_id,views,title,short_description,url,image
12,15333,"923 views","Social Networking Site version 2 in PHP/OOP Free Source Code","Introduction This simple project is a Social Networking Site version 2. This is a web-based application project developed in PHP and MySQL Database. This project is a version of my developed Social Networking Site. The site provides an online platform to virtually interact with other users by sharing posts and photos. The project user interface was developed with Bootstrap Framework and AdminLTE",https://www.sourcecodester.com//php/15333/social-networking-site-version-2-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-sns2-homepage.png?itok=D1clVZGn
13,15328,"1310 views","Simple Task Scheduling System in PHP/OOP Free Source Code","Introduction This simple project is a Simple Task Scheduling System. This is a web-based application project developed in PHP and MySQL Database. This project application provides an online platform for users to schedule their tasks. The application simply stores all the scheduled tasks of the users and scheduled tasks are only visible to the user who created them. The application used Bootstrap",https://www.sourcecodester.com//php/15328/simple-task-scheduler-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-tss-banner.png?itok=BWAgIVNX
14,15319,"1665 views","School Dormitory Management System in PHP/OOP Free Source Code ","Introduction This project is entitled School Dormitory Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides an online and automated platform for Universities or Colleges' Dormitory to manage their monthly collections and records. The system consist consists of multiple features that include the student dorm accounts. The application",https://www.sourcecodester.com//php/15319/school-dormitory-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-dms_account_details.png?itok=jN5s0-ls
15,15318,"942 views","Badminton Center Management System in PHP/OOP Free Source Code","Introduction This project is entitled Badminton Center Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides an online and automated platform for Badminton Centers to manage their daily transactions and records. The system consists of court rentals, sales transactions, and service transaction management. The application was developed",https://www.sourcecodester.com//php/15318/badminton-center-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-bcms_rental_details.png?itok=Xx9w99uw
16,15316,"1196 views","ChatBot App with Suggestion in PHP/OOP Free Source Code","Introduction This simple project is a ChatBot Application with a Suggestion Feature. This is a web-based application project developed in PHP and MySQL Database. This application is a simple ChatBot Application for any site. I developed this application to give new programmers an idea of how to create a ChatBot Feature for their current or future PHP Projects. This was developed with Bootstrap",https://www.sourcecodester.com//php/15316/chatbot-app-suggestion-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-chat_bot.png?itok=_g2_qAuS
17,15312,"1626 views","Automotive Shop Management System in PHP/OOP Free Source Code","Introduction This simple project is an Automotive Shop Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides an online platform for Automotive or Car Repair and Services shops to manage their daily transaction. The application also includes an inventory feature that allows the shop management to monitor and manage their product stocks",https://www.sourcecodester.com//php/15312/automotive-shop-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-asms-transaction_details.png?itok=5p42Rxji
18,15311,"1358 views","Simple Social Networking Site Like Instagram in PHP/OOP Free Source Code","Introduction This simple project is a Social Networking Site. This is a web-based application project developed in PHP and MySQL Database. This is project is inspired by the famous Instagram Site/Application. The application consists of the most used or common features in a social networking site and of course since this project is inspired by Instagram, posting images is also included. This",https://www.sourcecodester.com//php/15311/simple-social-networking-site-instagram-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-sns-home-page.png?itok=Bg6Dcfhh
19,15309,"1523 views","Water Billing Management System in PHP/OOP Free Source Code","Introduction This simple project is a Water Billing Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides an online and automated platform for the water providers' management to easily store, retrieve, and calculate the billing statements of their consumers. The application stores and generates the consumers' or clients' billing",https://www.sourcecodester.com//php/15309/water-billing-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-wbms-dashboard.png?itok=_6AftmHA
20,15308,"1215 views","Covid 19 Travel Pass Management System in PHP/OOP Free Source Code","Introduction This simple project is a Covid 19 Travel Pass Management System. This is a web-based application project developed in PHP and MySQL Database. This project is a simple website that provides an online platform for individuals to submit a traveling pass in the midst of covid 19 restrictions. The application was developed with Bootstrap Framework and AdminLTE Template for the system user",https://www.sourcecodester.com//php/15308/covid-19-travel-pass-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_ctpms-public-verifier.png?itok=vDOaNFw_
21,15304,"1087 views","Toll Tax Management System in PHP/OOP Free Source Code","Introduction This project is a Toll-Tax Management System in PHP. This is a web-based application project developed in PHP and MySQL Database. This project manages the toll tax transaction of an expressway or private highways. The application stores the records of the vehicle and the owner with the data about the vehicle passes on the specific toll gate effectively and efficiently. The management",https://www.sourcecodester.com//php/15304/toll-tax-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_ttms_history_details.png?itok=ene8mEZV
22,15301,"1065 views","Room for Rent Portal Site in PHP/OOP Free Source Code","Introduction This simple project is a Room for Rent Portal Site. This is a web-based application project developed in PHP and MySQL Database. This simple site project is a portal where visitors can explore the available rooms or bed spaces for rent. The site also helps the owners/management of the rental rooms to publish their availabilities to the public. The site was developed with Bootstrap",https://www.sourcecodester.com//php/15301/room-rent-portal-site-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_rrps_availabilities.png?itok=M9ZYEbfZ
23,15293,"1159 views","Home Clean Service System in PHP Free Source Code","INTRODUCTION The simple project is a Home Cleaning Services. This Web App project is made and developed in PHP and MYSQL. The project provides a managing cleaning activity from time to time, where ever you are in the house, and manage the house activity, every day. or sometimes. This project helps you to remember a list of tasks and user friendly. SYSTEM REQUIREMENTS Windows 7 to 11 XAMPP v 5.6",https://www.sourcecodester.com//php/15293/home-clean-service-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/acetech/user.png?itok=-BA3TzHT
24,15296,"895 views","Rescue Dispatch Management System in PHP/OOP Free Source Code","Introduction This simple project is a Rescue Dispatch Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides an automated platform for managing the availability of the rescue responders team and recording the incident report efficiently and effectively. This was developed with a pleasant user interface using Bootstrap Framework and",https://www.sourcecodester.com//php/15296/rescue-dispatch-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_rdms_incident_details.png?itok=2hS8hiBE
25,15294,"1154 views","Voter&#039;s Polling Information System in PHP/OOP Free Source Code","Introduction This simple project is a Voter's Polling Information System. This is a web-based application project developed in PHP and MySQL Database. This project is an online platform or a website that help's a country's voters to verify if they are still active or can vote in the upcoming election. This project was inspired by the Philippines Comelec Voter's Verifier https://voterverifier",https://www.sourcecodester.com//php/15294/voters-polling-information-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/vpis_search_detail.png?itok=ImswnpcL
26,15289,"1742 views","Coffee Shop Cashiering System in PHP/OOP Free Source Code","Introduction This simple project is a Coffee Shop Cashiering System. This is a web-based application project developed in PHP and MySQL Database. This project provides an automated platform for Coffee Shop businesses where they can manage their daily sales transaction more efficiently and effectively. The application allows the user to store, manage, and retrieve the sales transactions of the said",https://www.sourcecodester.com//php/15289/coffee-shop-cashiering-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-cscs-form.png?itok=RjItMSRJ
27,15288,"1770 views","Computer Repair Shop Management System in PHP/OOP Free Source Code","Introduction This simple project is a Computer Repair Shop Management System. This is a web-based application project developed in PHP and MySQL Database. This project provides the Computer Repair Shop's an automated and online platform to manage the records of their daily transactions. The application helps the said business to easily and efficiently store, manage, and retrieve transaction",https://www.sourcecodester.com//php/15288/computer-repair-shop-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-crsms_transaction_details.png?itok=iOLrRZoz
28,15286,"1670 views","Online Restaurant Table Reservation System in PHP/OOP Free Source Code","Introduction This simple project is an Online Restaurant Table Reservation System. This is a web-based application project developed in PHP and MySQL Database. The application provides an online platform for the Restaurant's possible customers. The application contains some simple features that are commonly found on a reservation project. It has a pleasant user interface using Bootstrap Framework",https://www.sourcecodester.com//php/15286/online-restaurant-table-reservation-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php-ortrs.png?itok=u6T2Iqfr
29,15283,"420 views","Call JavaScript From PHP &amp; Efficiently Insert/Replace content and work with the DOM","Efficiently insert/replace content and work with the DOM. It is also possible to easily call JavaScript modules from PHP. This library currently implements a small part of Facebook BigPipe so far, but the advantage is to efficiently insert/replace content and work with the DOM. It is also possible to easily call JavaScript modules from PHP. Demo App Try the app with a live demo or check how to",https://www.sourcecodester.com//php/15283/call-javascript-php-efficiently-insertreplace-content-and-work-dom.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/richard999/bigpipe.png?itok=zinq39Sp
30,15281,"3499 views","Multi Language Pharmacy Management System in PHP Free Source Code","Multi-language pharmacy management system (MPMS) is developed in PHP and MySQL. It is the new way of managing the pharmacy. It has been designed to support the pharmacy, Products, categories, and orders in multiple languages. It can be used by pharmacists all over the world. Pharmacy management systems are designed to improve overall information flow in the pharmacy business. They can help",https://www.sourcecodester.com//php/15281/multi-language-pharmacy-management-system-project-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/mayuri_k/Pharmacy%20Billing%20software%20dashboard.jpg?itok=pXhBeMYn
31,15274,"2021 views","Online Car Wash Booking System in PHP/OOP Free Source Code","Introduction This simple project is an Online Car Wash Booking System in PHP. This is a web-based application project developed in PHP and MySQL Database. This project is an online platform for booking an appointment for a certain Car Wash Business. This application provides possible clients of the car wash business to submit their appointment for the service they wanted. This application has a",https://www.sourcecodester.com//php/15274/online-car-wash-booking-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/ocwbs_website.png?itok=3hM10GzV
32,15273,"1904 views","Online Market Place Site in PHP/OOP Free Source Code","Introduction This simple project is an Online Market Place Site in PHP. This is a web-based application project developed in PHP and MySQL Database. This project is an online platform that allows sellers to publish their selling items. This simple site was inspired by the Facebook Market Place feature where sellers can even sell used items. The application has a pleasant user interface using the",https://www.sourcecodester.com//php/15273/online-market-place-site-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/omps_product_details.png?itok=VN8t4GVX
33,15266,"1683 views","School Club Application System in PHP/OOP Free Source Code","Introduction This simple project is a School Clubs Application System. This is a web-based application project developed in PHP and MySQL Database. this application provides an online platform for exploring the different clubs in certain schools and submitting a membership application. This project has a simple and pleasant user interface using Material Kit 2 Template and Bootstrap 5 Framework. It",https://www.sourcecodester.com//php/15266/school-club-application-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_scas.png?itok=SwFmEJZV
34,15262,"2027 views","SAP Information System Using PHP/PDO OOP Free Source Code","The Social Amelioration Program (SAP) grants a P5,000 to P8,000 monthly cash subsidy to low-income families for two months, depending on the area of residence. The subsidies provide marginalized sectors of society the means to afford basic needs during the pandemic. Common social services programs include unemployment benefits, child support, medical assistance, pensions, pregnancy leave, and",https://www.sourcecodester.com//php/15262/sap-information-system-using-phppdo-oop.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/nelzkie15/qq.png?itok=17p9oBEz
35,15252,"1301 views","Simple Medical Hub Directory Site in PHP/OOP with Source Code","Introduction This simple project is a Medical Hub Directory Site. This is a web-based application that provides the public with an online directory site for the medical clinics inside a certain Medical Hub. The site allows the visitor to search a certain clinic for their specific medical needs. The site will give the users the clinic's basic information. It has a simple and pleasant user interface",https://www.sourcecodester.com//php/15252/simple-medical-hub-directory-site-phpoop-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/php_mhds_public_clinic_details.png?itok=FGE5je9E
36,15249,"2349 views","Message System in PHP/OOP Free Source Code","Introduction This simple project is a Messaging System. This project is a web-based application developed in PHP and MySQL Database. It allows users to send private images to other users. The system is containing different features like other mailing applications does have. It has a pleasant user interface using Bootstrap Framework and Material Kit Template. This project consists of user-friendly",https://www.sourcecodester.com//php/15249/message-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/pmms_message.png?itok=2Q4_HdXh
37,15244,"1399 views","Design and Implementation of Covid-19 Directory on Vaccination System in PHP Source Code","Introduction The aim of the study is to design a COVID-19 information management system that will accurately store and retrieve information on covid-19 vaccination in order to control the spread of the pandemic. This project was developed using PHP Language as the backend and MySQL Database. The application is a web-based platform to verify the vaccination record of the individual online. It",https://www.sourcecodester.com//php/15244/design-and-implementation-covid-19-directory-vacination.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Walterjnr1/covid19.png?itok=hoZNlChu
38,15243,"1276 views","PDF Generator Web App using TCPDF and PHP/OOP Free Source Code","Introduction This simple project is a PDF Generator Web Application. This project is a web-based application developed in PHP and MySQL Database that allows the user to create a PDF File. The project uses TCPDF Library to achieve the main goal of the application. It has a pleasant user interface using Material Kit Template. The project contains user-friendly features and functionalities. About the",https://www.sourcecodester.com//php/15243/pdf-generator-web-app-using-tcpdf-and-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/pdf_generator.png?itok=uGcU9Dpe
39,15242,"2422 views","Employees Pay Slip PDF Generator System with Email using PHP/OOP Free Source Code ","Introduction This simple project is an Employees Pay Slip PDF Generator System. This project is a web-based application developed in PHP and MySQL Database. The system provides an online platform for the company to generate the payslip of their employees. Management can directly send the employees' payslips easily without any hassle. This system has a pleasant user interface with the help of",https://www.sourcecodester.com//php/15242/employees-pay-slip-pdf-generator-system-email-using-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/pess_email_pdf.png?itok=L4i1RHOK
40,15238,"4560 views","Event Management System Project in PHP with Source Code","Event Management Software is software that helps in managing and organizing events. The software is designed to be used by event planners, organizers, and venue managers. Event planning is the process of creating an event or series of related events that are typically held at the same location, such as a conference, trade show, or exposition. Event planning can be done by individuals or by large",https://www.sourcecodester.com//php/15238/event-management-system-project-php-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Nikhil_B/Online%20event%20management%20system%20project%20in%20php%20with%20source%20code.jpg?itok=2XAXbWcu
41,15236,"2276 views","Online Sports Complex Booking System in PHP/MySQL Free Source Code","Introduction This simple project is an Online Sports Complex Booking System. This project is a web-based application that provides an online booking platform for Sports Complex Facilities. The application allows the said business management to provide their clients or possible client an automated and online platform where they can explore their facilities that are for rent. The possible clients",https://www.sourcecodester.com//php/15236/online-sports-complex-booking-system-phpmysql-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/scbs_facility_public.png?itok=A2yYRR_u
42,14822,"3867 views","Microfinance Management System in PHP Free Source Code","Introduction This simple project is a Microfinance Management System. This is a web application that provides an online platform for Microfinance Businesses to manage their clients' accounts. It allows the management to easily store and retrieve their client records. It has a simple and pleasant user interface using Bootstrap. It also has user-friendly features and functionalities. About the",https://www.sourcecodester.com//php/14822/microfinance-management-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Adam%20Chengula/dashboard.png?itok=CVCCaar3
43,15230,"3038 views","Poultry Farm Management System in PHP Source Code Free Download","The Poultry Farm Management System is an online system that helps farmers to manage all activities carried out on a poultry farm, including the sale of chickens, trucking, and seeing what is happening in the farms without having to visit them. Farm managers and owners can use this system to view information about their poultry farms, such as sales data, invoices, and more. This helps them to make",https://www.sourcecodester.com//php/15230/poultry-farm-management-system-free-download.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Nikhil_B/Poultry%20management%20system.jpg?itok=e5Sbch8D
44,15225,"2663 views","Church Management Software Source Code Free Download Full Version ","This church management system free download is useful for people who are looking for a free CRM for churches. It helps you manage the church's current situation. As we know about the existing church management system, The user needs to enter the availability of the item by using checking manually. After getting the availability status the user must check the membership and other forms manually",https://www.sourcecodester.com//php/15225/church-management-software-free-download-full-version.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Nikhil_B/Church%20management%20software%20free%20download%20full%20version.png?itok=-nfYd4AN
45,15203,"4239 views","College Website - Content Management System in PHP/OOP Free Source Code ","Introduction This simple project is a College Website Management System. This is a web-based application that serves as a Website of certain College Schools or Universities. The website contains dynamic content which allows the school management to manage the site information and contents easily. This has an admin panel where the writers or the management can add and update articles. This has a",https://www.sourcecodester.com//php/15203/college-website-content-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/cwms_home_page.png?itok=yf1B8NwS
46,15194,"2434 views","Simple Music Player in PHP and jQuery Free Source Code","Introduction This simple project is a Music Player App. This web-based application is a simple PHP Mini-Project. The application allows the user to upload, and play music or audio in the application. The project was written in PHP for the back-end and JavaScript for player features such as playing the audio. This application can help you to learn some DOM Manipulation in jQuery and some other",https://www.sourcecodester.com//php/15194/simple-music-player-php-and-jquery-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/music_player.png?itok=6b9QiCFS
47,,"4460 views",,,https://www.sourcecodester.com/,https://www.sourcecodester.com/
48,15188,"2612 views","Air Cargo Management System in PHP/ OOP Free Source Code","Introduction This simple project is entitled Air Cargo Management System. This is a simple web-based application that was developed using PHP/OOP and MySQL Database. The project manages the Air Cargo businesses shipment transaction with their customer. It allows the management to store and retrieve their daily transaction without hassle. It has a simple user interface and user-friendly features",https://www.sourcecodester.com//php/15188/air-cargo-management-system-php-oop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/acms_trace_shipment.png?itok=CdIBUCRC
49,15186,"1533 views","Simple Mobile Comparison Website in PHP/OOP Free Source Code","Introduction This simple project is entitled Mobile Comparison Website. This is a simple web-based application that was developed using PHP/OOP and MySQL Database. This project is a simple Content Management System (CMS) that allow the users to compare the specification of the smartphones. The contents in the system are dynamic which means they can be managed or modified in the front-end. This has",https://www.sourcecodester.com//php/15186/simple-mobile-comparison-website-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/mcw_comparison.png?itok=7sdYu2PI
50,15184,"3259 views","Simple Real Estate Portal System in PHP/OOP Free Source Code","Introduction This simple project is entitled Real Estate Portal System. This is a simple web-based application that was developed using PHP/OOP and MySQL Database. This project is a simple website where can real state agents or brokers can publish the estate that they are handling. This allows them to publicize their estate along with some relevant information so that the site visitor has an idea",https://www.sourcecodester.com//php/15184/simple-real-estate-portal-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/reps_estate_details.png?itok=d2pabUVz
51,15181,"4983 views","Cosmetics and Beauty Product Online Store in PHP/OOP Free Source Code","Introduction This project is entitled Cosmetics and Beauty Product Online Store. This project was written in PHP/OOP and data are stored in a MySQL Database. It is a web-based application that serves as an Online Platform for the Cosmetics and Beauty Products Business. This application provides the customers of the said business industry to explore, browser, and buy their products. This has lots",https://www.sourcecodester.com//php/15181/cosmetics-and-beauty-product-online-store-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/cbpos_client_product_view.png?itok=sjOx_jPf
52,15180,"4712 views","Cab Management System in PHP/OOP Free Source Code","Introduction This is a simple project entitled Cab Management System. This project was written in PHP/OOP and data are stored in a MySQL Database. This project is a web-based application that provides an online cab booking platform for the commuter. This application can also help cab operator's drivers to have an efficient and effective way for them to find a possible commuter. The application is",https://www.sourcecodester.com//php/15180/cab-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/cms_driver_booking_detils.png?itok=UPm_9nbe
53,15179,"991 views","Decision Wheel in JavaScript and jQuery Free Source Code","Introduction This simple project is entitled Decision Wheel Web App. This is a simple web-based application that was developed using HTML, CSS, JavaScript, and jQuery. The main goal of this project is to give students or self-learners a source code that they can practice with to develop their own programming capacity. The project plays a lot with the CSS and JavaScript Coding. About the Decision",https://www.sourcecodester.com//php/15179/decision-wheel-javascript-and-jquery-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/decision_wheel.png?itok=S-z4ObXl
54,15174,"5161 views","Simple Bakery Shop Management System in PHP/OOP Free Source Code","Introduction This project is entitled Bakery Shop Management System. This is a simple web-based application that was developed using PHP/OOP and MySQL Database. This project is an automated platform for bakery shops that can help them to manage their stocks and day-to-day transaction with their customers. The system allows the management to store their product stocks and has a POS Feature. It has",https://www.sourcecodester.com//php/15174/simple-bakery-shop-management-system-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/bsms_home.png?itok=-bPPPbYf
55,15169,"2403 views","Simple Student Quarterly Result/Grade System in PHP and MySQL Free Source Code","Introduction This project is entitled Simple Student Quarterly Result/Grade System. This is a simple web-based application that was developed using PHP/OOP and MySQL Database. This project is the MySQL Database Version of Student Quarterly Grading System using PHP and SQLite Database project that I posted before. The project allows the faculty or teachers to manage their student's results in each",https://www.sourcecodester.com//php/15169/simple-student-quarterly-resultgrade-system-php-and-mysql-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/sqgs_class_report.png?itok=Y41eypyK
